Location,year,week_of_year,Attribute,Value
Twin Falls / Buhl / Jerome / Wendell,2023,20,HRW (11.5% Protein),
Meridian,2023,20,HRW (11.5% Protein),844.0
Nezperce / Craigmont,2023,20,HRW (11.5% Protein),860.0
Lewiston,2023,20,HRW (11.5% Protein),886.0
Moscow / Genesee,2023,20,HRW (11.5% Protein),849.0
Rexburg / Ririe,2022,20,HRW (11.5% Protein),1377.0
Idaho Falls,2022,20,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,20,HRW (11.5% Protein),
Grace / Soda Springs,2022,20,HRW (11.5% Protein),1319.0
Burley / Rupert,2022,20,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,20,HRW (11.5% Protein),
Meridian,2022,20,HRW (11.5% Protein),1286.0
Nezperce / Craigmont,2022,20,HRW (11.5% Protein),1314.0
Lewiston,2022,20,HRW (11.5% Protein),1340.0
Moscow / Genesee,2022,20,HRW (11.5% Protein),1333.0
Rexburg / Ririe,2021,20,HRW (11.5% Protein),
Idaho Falls,2021,20,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,20,HRW (11.5% Protein),
Grace / Soda Springs,2021,20,HRW (11.5% Protein),567.0
Burley / Rupert,2021,20,HRW (11.5% Protein),578.0
Twin Falls / Buhl / Jerome / Wendell,2021,20,HRW (11.5% Protein),
Meridian,2021,20,HRW (11.5% Protein),631.0
Nezperce / Craigmont,2021,20,HRW (11.5% Protein),681.0
Lewiston,2021,20,HRW (11.5% Protein),707.0
Moscow / Genesee,2021,20,HRW (11.5% Protein),677.0
Rexburg / Ririe,2023,21,HRW (11.5% Protein),
Idaho Falls,2023,21,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,21,HRW (11.5% Protein),
Grace / Soda Springs,2023,21,HRW (11.5% Protein),940.0
Burley / Rupert,2023,21,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,21,HRW (11.5% Protein),
Meridian,2023,21,HRW (11.5% Protein),779.0
Nezperce / Craigmont,2023,21,HRW (11.5% Protein),817.0
Lewiston,2023,21,HRW (11.5% Protein),817.0
Moscow / Genesee,2023,21,HRW (11.5% Protein),805.0000000000001
Rexburg / Ririe,2022,21,HRW (11.5% Protein),1288.0
Idaho Falls,2022,21,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,21,HRW (11.5% Protein),
Grace / Soda Springs,2022,21,HRW (11.5% Protein),1271.0
Burley / Rupert,2022,21,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,21,HRW (11.5% Protein),
Meridian,2022,21,HRW (11.5% Protein),1180.0
Nezperce / Craigmont,2022,21,HRW (11.5% Protein),1208.0
Lewiston,2022,21,HRW (11.5% Protein),1234.0
Moscow / Genesee,2022,21,HRW (11.5% Protein),1231.0
Rexburg / Ririe,2021,21,HRW (11.5% Protein),576.0
Idaho Falls,2021,21,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,21,HRW (11.5% Protein),
Grace / Soda Springs,2021,21,HRW (11.5% Protein),527.0
Burley / Rupert,2021,21,HRW (11.5% Protein),544.0
Twin Falls / Buhl / Jerome / Wendell,2021,21,HRW (11.5% Protein),
Meridian,2021,21,HRW (11.5% Protein),609.0
Nezperce / Craigmont,2021,21,HRW (11.5% Protein),681.0
Lewiston,2021,21,HRW (11.5% Protein),707.0
Moscow / Genesee,2021,21,HRW (11.5% Protein),662.5
Rexburg / Ririe,2021,23,HRW (11.5% Protein),
Idaho Falls,2021,23,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,23,HRW (11.5% Protein),
Grace / Soda Springs,2021,23,HRW (11.5% Protein),572.0
Burley / Rupert,2021,23,HRW (11.5% Protein),620.0
Twin Falls / Buhl / Jerome / Wendell,2021,23,HRW (11.5% Protein),
Meridian,2021,23,HRW (11.5% Protein),625.0
Nezperce / Craigmont,2021,23,HRW (11.5% Protein),655.0
Lewiston,2021,23,HRW (11.5% Protein),681.0
Moscow / Genesee,2021,23,HRW (11.5% Protein),667.0
Rexburg / Ririe,2023,24,HRW (11.5% Protein),
Idaho Falls,2023,24,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,24,HRW (11.5% Protein),
Grace / Soda Springs,2023,24,HRW (11.5% Protein),782.0
Burley / Rupert,2023,24,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,24,HRW (11.5% Protein),
Meridian,2023,24,HRW (11.5% Protein),721.0
Nezperce / Craigmont,2023,24,HRW (11.5% Protein),740.0
Lewiston,2023,24,HRW (11.5% Protein),766.0
Moscow / Genesee,2023,24,HRW (11.5% Protein),750.0
Rexburg / Ririe,2022,24,HRW (11.5% Protein),
Idaho Falls,2022,24,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,24,HRW (11.5% Protein),
Grace / Soda Springs,2022,24,HRW (11.5% Protein),1215.0
Burley / Rupert,2022,24,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,24,HRW (11.5% Protein),
Meridian,2022,24,HRW (11.5% Protein),1130.0
Nezperce / Craigmont,2022,24,HRW (11.5% Protein),1132.0
Lewiston,2022,24,HRW (11.5% Protein),1158.0
Moscow / Genesee,2022,24,HRW (11.5% Protein),1153.0
Rexburg / Ririe,2021,24,HRW (11.5% Protein),586.0
Idaho Falls,2021,24,HRW (11.5% Protein),570.0
Blackfoot / Pocatello,2021,24,HRW (11.5% Protein),570.0
Grace / Soda Springs,2021,24,HRW (11.5% Protein),552.0
Burley / Rupert,2021,24,HRW (11.5% Protein),584.0
Twin Falls / Buhl / Jerome / Wendell,2021,24,HRW (11.5% Protein),
Meridian,2021,24,HRW (11.5% Protein),617.0
Nezperce / Craigmont,2021,24,HRW (11.5% Protein),630.0
Lewiston,2021,24,HRW (11.5% Protein),656.0
Moscow / Genesee,2021,24,HRW (11.5% Protein),642.0
Rexburg / Ririe,2023,25,HRW (11.5% Protein),
Idaho Falls,2023,25,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,25,HRW (11.5% Protein),
Grace / Soda Springs,2023,25,HRW (11.5% Protein),855.0000000000001
Burley / Rupert,2023,25,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,25,HRW (11.5% Protein),
Meridian,2023,25,HRW (11.5% Protein),800.0
Nezperce / Craigmont,2023,25,HRW (11.5% Protein),832.0
Lewiston,2023,25,HRW (11.5% Protein),858.0
Moscow / Genesee,2023,25,HRW (11.5% Protein),838.5
Rexburg / Ririe,2021,25,HRW (11.5% Protein),
Idaho Falls,2021,25,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,25,HRW (11.5% Protein),
Grace / Soda Springs,2021,25,HRW (11.5% Protein),559.0
Burley / Rupert,2021,25,HRW (11.5% Protein),599.0
Twin Falls / Buhl / Jerome / Wendell,2021,25,HRW (11.5% Protein),
Meridian,2021,25,HRW (11.5% Protein),606.0
Nezperce / Craigmont,2021,25,HRW (11.5% Protein),629.0
Lewiston,2021,25,HRW (11.5% Protein),655.0
Moscow / Genesee,2021,25,HRW (11.5% Protein),640.5
Rexburg / Ririe,2022,25,HRW (11.5% Protein),
Idaho Falls,2022,25,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,25,HRW (11.5% Protein),
Grace / Soda Springs,2022,25,HRW (11.5% Protein),1097.0
Burley / Rupert,2022,25,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,25,HRW (11.5% Protein),
Meridian,2022,25,HRW (11.5% Protein),1029.0
Nezperce / Craigmont,2022,25,HRW (11.5% Protein),1049.0
Lewiston,2022,25,HRW (11.5% Protein),1075.0
Moscow / Genesee,2022,25,HRW (11.5% Protein),1062.0
Rexburg / Ririe,2022,26,HRW (11.5% Protein),1091.0
Idaho Falls,2022,26,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,26,HRW (11.5% Protein),
Grace / Soda Springs,2022,26,HRW (11.5% Protein),970.0
Burley / Rupert,2022,26,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,26,HRW (11.5% Protein),
Meridian,2022,26,HRW (11.5% Protein),979.0
Nezperce / Craigmont,2022,26,HRW (11.5% Protein),
Lewiston,2022,26,HRW (11.5% Protein),
Moscow / Genesee,2022,26,HRW (11.5% Protein),1016.0
Rexburg / Ririe,2022,28,HRW (11.5% Protein),969.0
Idaho Falls,2022,28,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,28,HRW (11.5% Protein),
Grace / Soda Springs,2022,28,HRW (11.5% Protein),851.0
Burley / Rupert,2022,28,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,28,HRW (11.5% Protein),
Meridian,2022,28,HRW (11.5% Protein),869.9999999999999
Nezperce / Craigmont,2022,28,HRW (11.5% Protein),
Lewiston,2022,28,HRW (11.5% Protein),
Moscow / Genesee,2022,28,HRW (11.5% Protein),898.0
Rexburg / Ririe,2021,28,HRW (11.5% Protein),
Idaho Falls,2021,28,HRW (11.5% Protein),645.0
Blackfoot / Pocatello,2021,28,HRW (11.5% Protein),645.0
Grace / Soda Springs,2021,28,HRW (11.5% Protein),566.0
Burley / Rupert,2021,28,HRW (11.5% Protein),580.0
Twin Falls / Buhl / Jerome / Wendell,2021,28,HRW (11.5% Protein),
Meridian,2021,28,HRW (11.5% Protein),612.0
Nezperce / Craigmont,2021,28,HRW (11.5% Protein),637.0
Lewiston,2021,28,HRW (11.5% Protein),6063.0
Moscow / Genesee,2021,28,HRW (11.5% Protein),654.0
Rexburg / Ririe,2023,29,HRW (11.5% Protein),
Idaho Falls,2023,29,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,29,HRW (11.5% Protein),
Grace / Soda Springs,2023,29,HRW (11.5% Protein),866.0
Burley / Rupert,2023,29,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,29,HRW (11.5% Protein),
Meridian,2023,29,HRW (11.5% Protein),777.0
Nezperce / Craigmont,2023,29,HRW (11.5% Protein),811.9999999999999
Lewiston,2023,29,HRW (11.5% Protein),838.0000000000001
Moscow / Genesee,2023,29,HRW (11.5% Protein),818.0
Rexburg / Ririe,2022,29,HRW (11.5% Protein),
Idaho Falls,2022,29,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,29,HRW (11.5% Protein),
Grace / Soda Springs,2022,29,HRW (11.5% Protein),852.9999999999999
Burley / Rupert,2022,29,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,29,HRW (11.5% Protein),
Meridian,2022,29,HRW (11.5% Protein),860.0
Nezperce / Craigmont,2022,29,HRW (11.5% Protein),882.0
Lewiston,2022,29,HRW (11.5% Protein),908.0
Moscow / Genesee,2022,29,HRW (11.5% Protein),896.0000000000001
Rexburg / Ririe,2021,29,HRW (11.5% Protein),663.0
Idaho Falls,2021,29,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,29,HRW (11.5% Protein),
Grace / Soda Springs,2021,29,HRW (11.5% Protein),607.0
Burley / Rupert,2021,29,HRW (11.5% Protein),653.0
Twin Falls / Buhl / Jerome / Wendell,2021,29,HRW (11.5% Protein),
Meridian,2021,29,HRW (11.5% Protein),664.0
Nezperce / Craigmont,2021,29,HRW (11.5% Protein),688.0
Lewiston,2021,29,HRW (11.5% Protein),714.0
Moscow / Genesee,2021,29,HRW (11.5% Protein),702.5
Rexburg / Ririe,2023,30,HRW (11.5% Protein),
Idaho Falls,2023,30,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,30,HRW (11.5% Protein),
Grace / Soda Springs,2023,30,HRW (11.5% Protein),835.0
Burley / Rupert,2023,30,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,30,HRW (11.5% Protein),
Meridian,2023,30,HRW (11.5% Protein),775.0
Nezperce / Craigmont,2023,30,HRW (11.5% Protein),800.0
Lewiston,2023,30,HRW (11.5% Protein),826.0
Moscow / Genesee,2023,30,HRW (11.5% Protein),806.5
Rexburg / Ririe,2022,30,HRW (11.5% Protein),882.0
Idaho Falls,2022,30,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,30,HRW (11.5% Protein),
Grace / Soda Springs,2022,30,HRW (11.5% Protein),848.0
Burley / Rupert,2022,30,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,30,HRW (11.5% Protein),
Meridian,2022,30,HRW (11.5% Protein),869.0
Nezperce / Craigmont,2022,30,HRW (11.5% Protein),886.9999999999999
Lewiston,2022,30,HRW (11.5% Protein),913.0
Moscow / Genesee,2022,30,HRW (11.5% Protein),896.5
Rexburg / Ririe,2021,30,HRW (11.5% Protein),657.0
Idaho Falls,2021,30,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,30,HRW (11.5% Protein),
Grace / Soda Springs,2021,30,HRW (11.5% Protein),600.0
Burley / Rupert,2021,30,HRW (11.5% Protein),668.0
Twin Falls / Buhl / Jerome / Wendell,2021,30,HRW (11.5% Protein),
Meridian,2021,30,HRW (11.5% Protein),668.0
Nezperce / Craigmont,2021,30,HRW (11.5% Protein),689.0
Lewiston,2021,30,HRW (11.5% Protein),715.0
Moscow / Genesee,2021,30,HRW (11.5% Protein),708.5
Rexburg / Ririe,2023,32,HRW (11.5% Protein),
Idaho Falls,2023,32,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,32,HRW (11.5% Protein),
Grace / Soda Springs,2023,32,HRW (11.5% Protein),
Burley / Rupert,2023,32,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,32,HRW (11.5% Protein),
Meridian,2023,32,HRW (11.5% Protein),671.0
Nezperce / Craigmont,2023,32,HRW (11.5% Protein),691.0
Lewiston,2023,32,HRW (11.5% Protein),717.0
Moscow / Genesee,2023,32,HRW (11.5% Protein),700.0
Rexburg / Ririe,2022,32,HRW (11.5% Protein),905.0
Idaho Falls,2022,32,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,32,HRW (11.5% Protein),
Grace / Soda Springs,2022,32,HRW (11.5% Protein),852.0
Burley / Rupert,2022,32,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,32,HRW (11.5% Protein),
Meridian,2022,32,HRW (11.5% Protein),877.0
Nezperce / Craigmont,2022,32,HRW (11.5% Protein),902.0
Lewiston,2022,32,HRW (11.5% Protein),928.0
Moscow / Genesee,2022,32,HRW (11.5% Protein),910.5
Rexburg / Ririe,2021,32,HRW (11.5% Protein),710.0
Idaho Falls,2021,32,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,32,HRW (11.5% Protein),
Grace / Soda Springs,2021,32,HRW (11.5% Protein),703.0
Burley / Rupert,2021,32,HRW (11.5% Protein),711.0
Twin Falls / Buhl / Jerome / Wendell,2021,32,HRW (11.5% Protein),
Meridian,2021,32,HRW (11.5% Protein),738.0
Nezperce / Craigmont,2021,32,HRW (11.5% Protein),760.0
Lewiston,2021,32,HRW (11.5% Protein),786.0
Moscow / Genesee,2021,32,HRW (11.5% Protein),751.5
Rexburg / Ririe,2023,33,HRW (11.5% Protein),
Idaho Falls,2023,33,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,33,HRW (11.5% Protein),
Grace / Soda Springs,2023,33,HRW (11.5% Protein),745.0
Burley / Rupert,2023,33,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,33,HRW (11.5% Protein),
Meridian,2023,33,HRW (11.5% Protein),645.0
Nezperce / Craigmont,2023,33,HRW (11.5% Protein),674.0
Lewiston,2023,33,HRW (11.5% Protein),700.0
Moscow / Genesee,2023,33,HRW (11.5% Protein),682.4
Rexburg / Ririe,2022,33,HRW (11.5% Protein),891.0
Idaho Falls,2022,33,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,33,HRW (11.5% Protein),
Grace / Soda Springs,2022,33,HRW (11.5% Protein),856.0
Burley / Rupert,2022,33,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,33,HRW (11.5% Protein),
Meridian,2022,33,HRW (11.5% Protein),813.0000000000001
Nezperce / Craigmont,2022,33,HRW (11.5% Protein),832.0
Lewiston,2022,33,HRW (11.5% Protein),858.0
Moscow / Genesee,2022,33,HRW (11.5% Protein),841.0
Rexburg / Ririe,2021,33,HRW (11.5% Protein),
Idaho Falls,2021,33,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,33,HRW (11.5% Protein),
Grace / Soda Springs,2021,33,HRW (11.5% Protein),717.0
Burley / Rupert,2021,33,HRW (11.5% Protein),750.0
Twin Falls / Buhl / Jerome / Wendell,2021,33,HRW (11.5% Protein),
Meridian,2021,33,HRW (11.5% Protein),755.0
Nezperce / Craigmont,2021,33,HRW (11.5% Protein),773.0
Lewiston,2021,33,HRW (11.5% Protein),799.0
Moscow / Genesee,2021,33,HRW (11.5% Protein),785.0
Rexburg / Ririe,2022,34,HRW (11.5% Protein),933.0
Idaho Falls,2022,34,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,34,HRW (11.5% Protein),
Grace / Soda Springs,2022,34,HRW (11.5% Protein),891.0
Burley / Rupert,2022,34,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,34,HRW (11.5% Protein),
Meridian,2022,34,HRW (11.5% Protein),878.9999999999999
Nezperce / Craigmont,2022,34,HRW (11.5% Protein),908.0
Lewiston,2022,34,HRW (11.5% Protein),934.0
Moscow / Genesee,2022,34,HRW (11.5% Protein),919.5
Rexburg / Ririe,2023,34,HRW (11.5% Protein),
Idaho Falls,2023,34,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,34,HRW (11.5% Protein),
Grace / Soda Springs,2023,34,HRW (11.5% Protein),725.0
Burley / Rupert,2023,34,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,34,HRW (11.5% Protein),
Meridian,2023,34,HRW (11.5% Protein),667.0
Nezperce / Craigmont,2023,34,HRW (11.5% Protein),686.0
Lewiston,2023,34,HRW (11.5% Protein),712.0
Moscow / Genesee,2023,34,HRW (11.5% Protein),694.9
Rexburg / Ririe,2021,34,HRW (11.5% Protein),745.0
Idaho Falls,2021,34,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,34,HRW (11.5% Protein),
Grace / Soda Springs,2021,34,HRW (11.5% Protein),735.0
Burley / Rupert,2021,34,HRW (11.5% Protein),736.0
Twin Falls / Buhl / Jerome / Wendell,2021,34,HRW (11.5% Protein),
Meridian,2021,34,HRW (11.5% Protein),737.0
Nezperce / Craigmont,2021,34,HRW (11.5% Protein),755.0
Lewiston,2021,34,HRW (11.5% Protein),781.0
Moscow / Genesee,2021,34,HRW (11.5% Protein),768.9
Rexburg / Ririe,2022,37,HRW (11.5% Protein),997.0
Idaho Falls,2022,37,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,37,HRW (11.5% Protein),
Grace / Soda Springs,2022,37,HRW (11.5% Protein),955.0
Burley / Rupert,2022,37,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,37,HRW (11.5% Protein),
Meridian,2022,37,HRW (11.5% Protein),951.0
Nezperce / Craigmont,2022,37,HRW (11.5% Protein),974.0
Lewiston,2022,37,HRW (11.5% Protein),1000.0
Moscow / Genesee,2022,37,HRW (11.5% Protein),983.5
Rexburg / Ririe,2021,37,HRW (11.5% Protein),
Idaho Falls,2021,37,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,37,HRW (11.5% Protein),
Grace / Soda Springs,2021,37,HRW (11.5% Protein),
Burley / Rupert,2021,37,HRW (11.5% Protein),772.0
Twin Falls / Buhl / Jerome / Wendell,2021,37,HRW (11.5% Protein),
Meridian,2021,37,HRW (11.5% Protein),759.0
Nezperce / Craigmont,2021,37,HRW (11.5% Protein),784.0
Lewiston,2021,37,HRW (11.5% Protein),810.0
Moscow / Genesee,2021,37,HRW (11.5% Protein),793.5
Rexburg / Ririe,2022,38,HRW (11.5% Protein),
Idaho Falls,2022,38,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,38,HRW (11.5% Protein),
Grace / Soda Springs,2022,38,HRW (11.5% Protein),959.0
Burley / Rupert,2022,38,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,38,HRW (11.5% Protein),
Meridian,2022,38,HRW (11.5% Protein),980.0
Nezperce / Craigmont,2022,38,HRW (11.5% Protein),1000.0
Lewiston,2022,38,HRW (11.5% Protein),1026.0
Moscow / Genesee,2022,38,HRW (11.5% Protein),1005.0
Rexburg / Ririe,2022,39,HRW (11.5% Protein),1042.0
Idaho Falls,2022,39,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,39,HRW (11.5% Protein),
Grace / Soda Springs,2022,39,HRW (11.5% Protein),984.0
Burley / Rupert,2022,39,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,39,HRW (11.5% Protein),
Meridian,2022,39,HRW (11.5% Protein),977.0
Nezperce / Craigmont,2022,39,HRW (11.5% Protein),1000.0
Lewiston,2022,39,HRW (11.5% Protein),1026.0
Moscow / Genesee,2022,39,HRW (11.5% Protein),1009.0
Rexburg / Ririe,2021,39,HRW (11.5% Protein),777.0
Idaho Falls,2021,39,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,39,HRW (11.5% Protein),
Grace / Soda Springs,2021,39,HRW (11.5% Protein),759.0
Burley / Rupert,2021,39,HRW (11.5% Protein),763.0
Twin Falls / Buhl / Jerome / Wendell,2021,39,HRW (11.5% Protein),
Meridian,2021,39,HRW (11.5% Protein),759.0
Nezperce / Craigmont,2021,39,HRW (11.5% Protein),781.0
Lewiston,2021,39,HRW (11.5% Protein),807.0
Moscow / Genesee,2021,39,HRW (11.5% Protein),792.0
Rexburg / Ririe,2023,2,DNS (14% Protein),1014.0
Idaho Falls,2023,2,DNS (14% Protein),
Blackfoot / Pocatello,2023,2,DNS (14% Protein),
Grace / Soda Springs,2023,2,DNS (14% Protein),906.0
Burley / Rupert,2023,2,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,2,DNS (14% Protein),
Meridian,2023,2,DNS (14% Protein),858.0
Nezperce / Craigmont,2023,2,DNS (14% Protein),904.0
Lewiston,2023,2,DNS (14% Protein),930.0
Moscow / Genesee,2023,2,DNS (14% Protein),912.5
Rexburg / Ririe,2022,2,DNS (14% Protein),890.0
Idaho Falls,2022,2,DNS (14% Protein),
Blackfoot / Pocatello,2022,2,DNS (14% Protein),
Grace / Soda Springs,2022,2,DNS (14% Protein),863.0000000000001
Burley / Rupert,2022,2,DNS (14% Protein),906.0
Twin Falls / Buhl / Jerome / Wendell,2022,2,DNS (14% Protein),
Meridian,2022,2,DNS (14% Protein),910.0
Nezperce / Craigmont,2022,2,DNS (14% Protein),927.0
Lewiston,2022,2,DNS (14% Protein),953.0
Moscow / Genesee,2022,2,DNS (14% Protein),937.0
Rexburg / Ririe,2021,2,DNS (14% Protein),
Idaho Falls,2021,2,DNS (14% Protein),600.0
Blackfoot / Pocatello,2021,2,DNS (14% Protein),600.0
Grace / Soda Springs,2021,2,DNS (14% Protein),620.0
Burley / Rupert,2021,2,DNS (14% Protein),641.0
Twin Falls / Buhl / Jerome / Wendell,2021,2,DNS (14% Protein),
Meridian,2021,2,DNS (14% Protein),612.0
Nezperce / Craigmont,2021,2,DNS (14% Protein),653.0
Lewiston,2021,2,DNS (14% Protein),679.0
Moscow / Genesee,2021,2,DNS (14% Protein),607.0
Rexburg / Ririe,2022,3,DNS (14% Protein),934.0
Idaho Falls,2022,3,DNS (14% Protein),
Blackfoot / Pocatello,2022,3,DNS (14% Protein),
Grace / Soda Springs,2022,3,DNS (14% Protein),869.9999999999999
Burley / Rupert,2022,3,DNS (14% Protein),922.0
Twin Falls / Buhl / Jerome / Wendell,2022,3,DNS (14% Protein),
Meridian,2022,3,DNS (14% Protein),938.0
Nezperce / Craigmont,2022,3,DNS (14% Protein),938.0
Lewiston,2022,3,DNS (14% Protein),980.0
Moscow / Genesee,2022,3,DNS (14% Protein),965.0
Rexburg / Ririe,2023,3,DNS (14% Protein),
Idaho Falls,2023,3,DNS (14% Protein),
Blackfoot / Pocatello,2023,3,DNS (14% Protein),
Grace / Soda Springs,2023,3,DNS (14% Protein),928.0
Burley / Rupert,2023,3,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,3,DNS (14% Protein),
Meridian,2023,3,DNS (14% Protein),868.0
Nezperce / Craigmont,2023,3,DNS (14% Protein),900.0
Lewiston,2023,3,DNS (14% Protein),926.0
Moscow / Genesee,2023,3,DNS (14% Protein),909.0
Rexburg / Ririe,2021,3,DNS (14% Protein),
Idaho Falls,2021,3,DNS (14% Protein),615.0
Blackfoot / Pocatello,2021,3,DNS (14% Protein),615.0
Grace / Soda Springs,2021,3,DNS (14% Protein),622.0
Burley / Rupert,2021,3,DNS (14% Protein),620.0
Twin Falls / Buhl / Jerome / Wendell,2021,3,DNS (14% Protein),
Meridian,2021,3,DNS (14% Protein),633.0
Nezperce / Craigmont,2021,3,DNS (14% Protein),658.0
Lewiston,2021,3,DNS (14% Protein),684.0
Moscow / Genesee,2021,3,DNS (14% Protein),667.0
Rexburg / Ririe,2023,4,DNS (14% Protein),1021.0
Idaho Falls,2023,4,DNS (14% Protein),
Blackfoot / Pocatello,2023,4,DNS (14% Protein),
Grace / Soda Springs,2023,4,DNS (14% Protein),921.0
Burley / Rupert,2023,4,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,4,DNS (14% Protein),
Meridian,2023,4,DNS (14% Protein),871.0000000000001
Nezperce / Craigmont,2023,4,DNS (14% Protein),897.0000000000001
Lewiston,2023,4,DNS (14% Protein),923.0
Moscow / Genesee,2023,4,DNS (14% Protein),805.9
Rexburg / Ririe,2021,4,DNS (14% Protein),
Idaho Falls,2021,4,DNS (14% Protein),
Blackfoot / Pocatello,2021,4,DNS (14% Protein),
Grace / Soda Springs,2021,4,DNS (14% Protein),608.0
Burley / Rupert,2021,4,DNS (14% Protein),617.0
Twin Falls / Buhl / Jerome / Wendell,2021,4,DNS (14% Protein),
Meridian,2021,4,DNS (14% Protein),628.0
Nezperce / Craigmont,2021,4,DNS (14% Protein),652.0
Lewiston,2021,4,DNS (14% Protein),678.0
Moscow / Genesee,2021,4,DNS (14% Protein),660.9
Rexburg / Ririe,2022,4,DNS (14% Protein),947.0
Idaho Falls,2022,4,DNS (14% Protein),
Blackfoot / Pocatello,2022,4,DNS (14% Protein),
Grace / Soda Springs,2022,4,DNS (14% Protein),853.9999999999999
Burley / Rupert,2022,4,DNS (14% Protein),880.0000000000001
Twin Falls / Buhl / Jerome / Wendell,2022,4,DNS (14% Protein),
Meridian,2022,4,DNS (14% Protein),906.0
Nezperce / Craigmont,2022,4,DNS (14% Protein),936.0
Lewiston,2022,4,DNS (14% Protein),962.0
